sentence,polarity,Survey ID,cat,SVM_Predicted,NB_Predicted
"The printer would not print from my phone or tablet. I replaced the ink cartridges, even though it wasn’t necessary and did the suggested steps to try to get it to work. I called and talked to customer support and they had to put in a work order for further support. I was told I’d get a call within 24 hours, but most likely in 10 minutes. And even received a confirmation email. It’s been 2 weeks and still no call.
My son came to help, figured out how to get messages from the printer. I learned that because my account for automatic delivery of printer ink had a problem, the printer would not print. And the printer didn’t even need ink! I updated that info. And now sometimes, it will print from my iPad, but not my Samsung phone.
I just wanted a printer that would print and this one it too difficult. I’m a retired widow and just print knit and crochet patterns and occasional receipts. The receipts I needed for taxes had to be emailed to my son and he printed them and brought them to me.
The automatic ink thing is quite the scam and should be noted in big, bold print somewhere, so that non-tech wizards can use this device.",Negative,372872937,Customer Service,Negative,Negative
"Easy set up but the black ink suddenly stopped working and had to replace. No steady reduction in quality as previously experienced, just a normal print on one page and close to a blank page on the next in same document. Warning light should be more obvious.",Negative,372873003,Others,Positive,Positive
"I bought my printer because I realized how invaluable it is to have in the house. You never really know when you’re going to need it. I picked this particular printer because of its functions, color (white) and its price. 
Over all, it’s a nice functional printer however there are a few things I feel could be better with it. For starters, it’s kinda difficult to set up. And don’t get me started if you end up changing your wifi password like I had to at one point. Getting the new code and trying to figure out that process took more time out of my day than I would like to admit. I would have thought the HP app would have been helpful in that situation but honestly it made it worse. It’s difficult to use. 
Additionally, the main issue I have with this printer is that the printer cartridge are expensive!! Which wouldn’t totally bother me if they didn’t run out of ink after 3 pages of printing. I even buy the XL versions which are usually more costly and thru still don’t last. I would understand this if I was printing full page prints of some kind but just standard return shipping labels or email confirmations for something’s don’t warrant how fast I have to replace the cartridges.",Negative,372873484,Price,Negative,Negative
"I bought my printer because I realized how invaluable it is to have in the house. You never really know when you’re going to need it. I picked this particular printer because of its functions, color (white) and its price. 
Over all, it’s a nice functional printer however there are a few things I feel could be better with it. For starters, it’s kinda difficult to set up. And don’t get me started if you end up changing your wifi password like I had to at one point. Getting the new code and trying to figure out that process took more time out of my day than I would like to admit. I would have thought the HP app would have been helpful in that situation but honestly it made it worse. It’s difficult to use. 
Additionally, the main issue I have with this printer is that the printer cartridge are expensive!! Which wouldn’t totally bother me if they didn’t run out of ink after 3 pages of printing. I even buy the XL versions which are usually more costly and thru still don’t last. I would understand this if I was printing full page prints of some kind but just standard return shipping labels or email confirmations for something’s don’t warrant how fast I have to replace the cartridges.",Negative,372873484,Product Quality,Negative,Negative
It is a very good printer with a very good ink support too!,Positive,372873597,Product Quality,Positive,Positive
I have a black cartridge that is defective. I alerted HP but have received no response.,Negative,372874422,Product Quality,Negative,Negative
I have a black cartridge that is defective. I alerted HP but have received no response.,Negative,372874422,Customer Service,Negative,Negative
I love the ink program and support has been great the few times I needed it. Print quality is great.,Positive,372874653,Product Quality,Positive,Positive
I love the ink program and support has been great the few times I needed it. Print quality is great.,Positive,372874653,Customer Service,Positive,Positive
I do not have to buy a cartridge every couple of months.  It was worth paying the extra for the price.  Easy to change the cartridge.,Positive,372875021,Price,Positive,Positive
The ink is REALLY  EXPENSIVE,Negative,372876507,Price,Negative,Negative
"easy to use and reliable, like the ink supply option",Positive,372876844,Product Quality,Positive,Positive
The printer/scanner works well. The ink is expensive and could last longer.,Positive,372877681,Price,Positive,Positive
The printer/scanner works well. The ink is expensive and could last longer.,Positive,372877681,Product Quality,Positive,Positive
"HP Instant Ink service is terrible! I don't want to think about my ink usage every month, don't like being held captive to service, being unable to use non-HP branded or even HP branded refills (the latter worked initially, then did not). Terrible experience, very Big Brother-y- gladly I bought it from Costco, was able to return it.",Negative,372878151,Product Quality,Negative,Negative
"HP Instant Ink service is terrible! I don't want to think about my ink usage every month, don't like being held captive to service, being unable to use non-HP branded or even HP branded refills (the latter worked initially, then did not). Terrible experience, very Big Brother-y- gladly I bought it from Costco, was able to return it.",Negative,372878151,Customer Service,Negative,Negative
"I like the printer, works well, have no issues, I would not do the ink subscription again, don’t really print a lot, paying monthly, and after a year receiving a replacement cartridge, not sure if for me it’s worth it, and if your try to cancel, you can’t finish off the ink you have, your  told make sure you have a replacement ready,like your being forced to keep something you don’t want anymore or you need perfect timing use what you have, cancel but make sure you purchased a replacement, even though you have paid for the you currently have from hp, at least that’s my understanding if wrong please tell me, because I feel like I’m being held hostage to an ink subscription.",Negative,372878292,Price,Negative,Negative
"I like the printer, works well, have no issues, I would not do the ink subscription again, don’t really print a lot, paying monthly, and after a year receiving a replacement cartridge, not sure if for me it’s worth it, and if your try to cancel, you can’t finish off the ink you have, your  told make sure you have a replacement ready,like your being forced to keep something you don’t want anymore or you need perfect timing use what you have, cancel but make sure you purchased a replacement, even though you have paid for the you currently have from hp, at least that’s my understanding if wrong please tell me, because I feel like I’m being held hostage to an ink subscription.",Negative,372878292,Product Quality,Negative,Negative
"I like the printer, works well, have no issues, I would not do the ink subscription again, don’t really print a lot, paying monthly, and after a year receiving a replacement cartridge, not sure if for me it’s worth it, and if your try to cancel, you can’t finish off the ink you have, your  told make sure you have a replacement ready,like your being forced to keep something you don’t want anymore or you need perfect timing use what you have, cancel but make sure you purchased a replacement, even though you have paid for the you currently have from hp, at least that’s my understanding if wrong please tell me, because I feel like I’m being held hostage to an ink subscription.",Negative,372878292,Customer Service,Negative,Negative
"The printer does not work. I have had multiple issues connecting it to a computer. It also seems to “forget” a computer minutes after connecting. I also never received ink from the “instaink” program, despite paying for the program. The printer clearly said “out of ink” and stopped printing…no ink in the mail. Instaink is a waste of money and so is this printer.",Negative,372878477,Others,Negative,Negative
"Constant problems with ink cartridges intermittently showing not connected, constant problems with sending scans over network (prints over same network connection just fine), to the point I gave up and scan to a USB and carry the job back to pc.",Negative,372878722,Others,Positive,Positive
The photos I printed were either striped or so much ink it came off on my hands days later. And the documents I print are low quality too.,Negative,372878860,Others,Positive,Positive
It lasted less than six months. And then the tubes for the coors got blocked adn we were unable to repair it. This happened barely 2 months after it was unblocked. I still have bottles of ink I can do nothing with.,Negative,372879406,Product Quality,Negative,Negative
"Is a bad product. You make it sound like you can pay monthly and print all you want and in the end you always end up paying extra prints and ends up being more expensive that buying the ink yourself. It is a scam. And even worse. When you end the contract, you can’t even use the ink you bought.",Negative,372880904,Price,Negative,Negative
Hp instant ink program is a scam you should not be able to shut down my printer if on cartridge is empty or I exceed plan.  WiFi connection is unreliable and auto feeder does not shut off after last page continue to run and shows an error which locks up printer until reset,Negative,372881954,Others,Negative,Negative
"Iam using this printer and more than three years.
I have never wait for printing my documents. My printer and ink always ready to use.
Thanks",Positive,372882636,Others,Positive,Positive
I love this printer it does everything I need it too. Only issue I’ve had is with my black ink drying up which isn’t a printer issue it’s a cartridge issue. But for the printer itself 10/10,Positive,372883288,Others,Positive,Positive
"Can’t get customer service, my free ink hasn’t come.. not impressed",Negative,372883536,Customer Service,Negative,Positive
"I love the way the printer looks and operates. It was easy to setup and replace my printer in the instant ink subscription for the old, inoperable printer.",Positive,372908933,Product Quality,Positive,Positive
This was advertised as a 3 month free printer ink trial and I was set up with only 2 months. It took a greta deal of difficulty for me to reach your customer service department and for this to be corrected. I expected some additional months as compensation for this error and the inconvenience caused.,Negative,372910224,Customer Service,Positive,Positive
"This is the second HPprinter we have had since 11/23. We bought them both at COSTO.

The first one stopped working. COSTCO replace it with the current one last week.

The machine itself seems OK, but your apps, programs, or whatever you call them are very confusing.

The directions you get with the printer are a joke.  They say nothing and give directions the are at best awful.  Also, if a customer calls customer service for help they get any other country other than the USA. It took 5 hours to figure out how to set up the printer and redo the ink program, which is your only redeeming qauality.",Negative,372918606,Product Quality,Positive,Positive
"This is the second HPprinter we have had since 11/23. We bought them both at COSTO.

The first one stopped working. COSTCO replace it with the current one last week.

The machine itself seems OK, but your apps, programs, or whatever you call them are very confusing.

The directions you get with the printer are a joke.  They say nothing and give directions the are at best awful.  Also, if a customer calls customer service for help they get any other country other than the USA. It took 5 hours to figure out how to set up the printer and redo the ink program, which is your only redeeming qauality.",Negative,372918606,Customer Service,Positive,Positive
"Price was good, and easy setup. The only drawback is that the HP ink cartridges are almost as much as the printer. I know HP sells more expensive models that use ink bottles, but it doesn’t make sense for me, since I’m an occasional printer user. The last HP printer that I had lasted over 6 years.",Positive,372919329,Price,Negative,Positive
"Price was good, and easy setup. The only drawback is that the HP ink cartridges are almost as much as the printer. I know HP sells more expensive models that use ink bottles, but it doesn’t make sense for me, since I’m an occasional printer user. The last HP printer that I had lasted over 6 years.",Positive,372919329,Product Quality,Negative,Positive
"I really like this printer. However, the Cyan cartridge ran out very quickly, and we had to order genuine HP ink to get us by until the first HP Instant replacement ink arrived.",Positive,372929262,Product Quality,Negative,Negative
"Easy set up , small and simple to use love the hide away paper tray also likes it will continue on the back if needed like that option I’ve already recommended to my sister and told her about the ink & paper automatic reorder I’m sure she’s sold !!!",Positive,372931136,Product Quality,Positive,Positive
"HP website instructed me to follow the instructions to install software for using USB cable, but then the instructions are not what I saw on my computer. There was no screen that I can see to pick USB. Then, when using the HP smart to set up the printer, the test page was ok, but when printing documents, my papers kept being jam. I spent many hour following the HP website for clearing the paper jam, I cleaned out all the papers per instructions, but it kept on jamming. I am an older person, and not good with technology. HP should have step by step for any instruction like me. I wasted so many papers and inks on this printer, but all the instructions did not solve the problems. I will call a friend who knows computer well to help me, then I will decide what to do with this printer.",Negative,372936954,Product Quality,Positive,Positive
"HP website instructed me to follow the instructions to install software for using USB cable, but then the instructions are not what I saw on my computer. There was no screen that I can see to pick USB. Then, when using the HP smart to set up the printer, the test page was ok, but when printing documents, my papers kept being jam. I spent many hour following the HP website for clearing the paper jam, I cleaned out all the papers per instructions, but it kept on jamming. I am an older person, and not good with technology. HP should have step by step for any instruction like me. I wasted so many papers and inks on this printer, but all the instructions did not solve the problems. I will call a friend who knows computer well to help me, then I will decide what to do with this printer.",Negative,372936954,Customer Service,Positive,Positive
For the little I have used it since it arrived I have had a very positive experience with it. The color is vibrant and it is pretty quiet while printing. I bought it for the duplexing function which I have yet to use. I look forward to it and also printing photos which I have not done yet.,Positive,372943410,Others,Positive,Positive
"It was very easy to install and get up and running.  I was also happy to try the Instant Ink offer and I am sure it will prove cost effective for me in the future and, hopefully, make sure I don't run out of ink again",Positive,372944402,Price,Negative,Negative
"It was very easy to install and get up and running.  I was also happy to try the Instant Ink offer and I am sure it will prove cost effective for me in the future and, hopefully, make sure I don't run out of ink again",Positive,372944402,Product Quality,Negative,Negative
"Good all in one printer that covers all my needs at a great price. The only down side is the requirement for the 3 months free ink is giving over credit card details, which loses 2 points as it's a no from me. I do not need to subscribe to a service as one I am a light user and two I am not a fan of being forced to sign to get a free promotional offer with a catch.",Negative,372945343,Price,Positive,Positive
"After 3 days and on the last, 5 hrs on The phone, iT still would not work.  I returned it as it seemed that the ink bay was broken (all the error messages came from that direction.).  I reTurned it and tried another HP printer and again with support time, it is now working.",Negative,372946129,Customer Service,Positive,Positive
"I bought this printer because I knew I would need to do a large amount of printing that my old printer wouldn't be able to cope with. The printer itself is very good but I am really unhappy with the Instant Ink situation.  The cartridge that came with the printer very quickly ran out and because no new cartridges had been delivered yet, and because I still needed to do a lot of printing, I went to the store and bought another HP cartridge.  I am now continually getting messages saying that the cartridge I have installed (despite being an HP cartridge) isn't an Instant Ink cartridge and that it therefore ""can't be recognised"".  I have no idea when I will receive the new shipment of cartridges.  This is very frustrating.",Negative,372949352,Product Quality,Negative,Negative
"I bought this printer because I knew I would need to do a large amount of printing that my old printer wouldn't be able to cope with. The printer itself is very good but I am really unhappy with the Instant Ink situation.  The cartridge that came with the printer very quickly ran out and because no new cartridges had been delivered yet, and because I still needed to do a lot of printing, I went to the store and bought another HP cartridge.  I am now continually getting messages saying that the cartridge I have installed (despite being an HP cartridge) isn't an Instant Ink cartridge and that it therefore ""can't be recognised"".  I have no idea when I will receive the new shipment of cartridges.  This is very frustrating.",Negative,372949352,Customer Service,Negative,Negative
"I bought this printer because I knew I would need to do a large amount of printing that my old printer wouldn't be able to cope with. The printer itself is very good but I am really unhappy with the Instant Ink situation.  The cartridge that came with the printer very quickly ran out and because no new cartridges had been delivered yet, and because I still needed to do a lot of printing, I went to the store and bought another HP cartridge.  I am now continually getting messages saying that the cartridge I have installed (despite being an HP cartridge) isn't an Instant Ink cartridge and that it therefore ""can't be recognised"".  I have no idea when I will receive the new shipment of cartridges.  This is very frustrating.",Negative,372949352,Delivery,Negative,Negative
I have always enjoyed using your products it's easy to set up. The directions are easy to understand also the price it is great for all that I can do with my HP Printer. The price of your ink is very affordable so I never have to worry about running out of ink. Thank you HP for a wonderful printer.,Positive,372951225,Price,Positive,Positive
I have always enjoyed using your products it's easy to set up. The directions are easy to understand also the price it is great for all that I can do with my HP Printer. The price of your ink is very affordable so I never have to worry about running out of ink. Thank you HP for a wonderful printer.,Positive,372951225,Product Quality,Positive,Positive
I have always enjoyed using your products it's easy to set up. The directions are easy to understand also the price it is great for all that I can do with my HP Printer. The price of your ink is very affordable so I never have to worry about running out of ink. Thank you HP for a wonderful printer.,Positive,372951225,Customer Service,Positive,Positive
"Too many emails from HP about instant ink. HP did not stress that contract for HP instant ink required printer to be on all the time. Also after agreeing contract for 6 months free instant ink received number of emails offer of 9 months free but no instructions how to upgrade to this offer and I found I could not do it via HPSmart - very frustrating. Too much fuss from HP, too many lights on printer wish I had chosen another make",Negative,372957057,Product Quality,Negative,Negative
"Too many emails from HP about instant ink. HP did not stress that contract for HP instant ink required printer to be on all the time. Also after agreeing contract for 6 months free instant ink received number of emails offer of 9 months free but no instructions how to upgrade to this offer and I found I could not do it via HPSmart - very frustrating. Too much fuss from HP, too many lights on printer wish I had chosen another make",Negative,372957057,Customer Service,Negative,Negative
"I've only had the printer for 3 days and have already had to call up customer service twice.  

Firstly because there was an issue with the setup - when trying to login to complete setup, the login screen kept freezing.

Secondly because the following day when I tried to print, it would only print in black and white and not in colour - with no option to select colour.  We ended up having to uninstall and reinstall the printer.

Not a good start.",Negative,372957073,Customer Service,Negative,Positive
"Hello, I‘m so sorry tell you about the printer’s problem because I just use  the ink two weeks，about every day printed five pages and the ink already gone so I don’t want to buy this HP printer anymore",Negative,372958694,Product Quality,Negative,Negative
"Hello, I‘m so sorry tell you about the printer’s problem because I just use  the ink two weeks，about every day printed five pages and the ink already gone so I don’t want to buy this HP printer anymore",Negative,372958694,Customer Service,Negative,Negative
"Printer looks okay.  It is noisy.  Paper jams quite easily.  Print is of decent quality.  Instructions for set-up and operation are hopeless.  I absolutely loathe the fact that we are chained to HP for cartridges in future.  Unfair monopoly, but of course no one will do anything about that, unless the US is successful in its recently launched lawsuit against Apple, and then your world will change.  I am not comparing my HP printer to an Apple product, by the way, just the business practice of enslaving the purchaser.  At least Apple makes the best products!",Negative,372962904,Others,Positive,Positive
"No one at HP INSTANT Ink understood that I purchased a new HP printer, 
           and THERE WAS NO INK IN THE BOX OR IN THE PRINTER!
I checked it, tore the box apart,COX techs checked it, NO INK!
I could not register at HP INSTANT INK, as I had no ink to print.
I went to Best BUY, the mgr. would not give me the small tester inks.
I bought a set, but he said I needed 6055e instead of 6000e.  
He gave me ink #67.  Chaos!  I need a printer,  IT IS NOT PRINTING 
WITH HP SMART APP!
Perhaps because of the ink? HP SMART APP JUST SAID ‘AN ERROR OCCURED,
TRY AGAIN.  That would be my fourth time. I will have to return this monstrosity
And be done with my frustration!",Negative,372964054,Product Quality,Negative,Positive
"No one at HP INSTANT Ink understood that I purchased a new HP printer, 
           and THERE WAS NO INK IN THE BOX OR IN THE PRINTER!
I checked it, tore the box apart,COX techs checked it, NO INK!
I could not register at HP INSTANT INK, as I had no ink to print.
I went to Best BUY, the mgr. would not give me the small tester inks.
I bought a set, but he said I needed 6055e instead of 6000e.  
He gave me ink #67.  Chaos!  I need a printer,  IT IS NOT PRINTING 
WITH HP SMART APP!
Perhaps because of the ink? HP SMART APP JUST SAID ‘AN ERROR OCCURED,
TRY AGAIN.  That would be my fourth time. I will have to return this monstrosity
And be done with my frustration!",Negative,372964054,Customer Service,Negative,Positive
"The process was complicated and arduous.  I needed to work with three tech support representatives to complete the process of registration and the instant ink agreement.  HP’s screen sharing crashed numerous times.  While the HP representatives were courteous I could tell they were frustrated as well.  While I’m no techie, I’m no neophyte either.  I recommend HP review its setup procedures with a real user group!",Negative,372971435,Product Quality,Positive,Negative
"The process was complicated and arduous.  I needed to work with three tech support representatives to complete the process of registration and the instant ink agreement.  HP’s screen sharing crashed numerous times.  While the HP representatives were courteous I could tell they were frustrated as well.  While I’m no techie, I’m no neophyte either.  I recommend HP review its setup procedures with a real user group!",Negative,372971435,Customer Service,Positive,Negative
"The app is extremely user friendly which helps the setup a lot & the quality is good, but the ink doesn’t last AT ALLLL. I know they advertise each cartridge can print “up to xx pages” but it’s ridiculous how quickly the ink gets used up. & I’ve printed 99% all b&w yet somehow my color ink is at about 50%",Negative,372974659,Product Quality,Negative,Negative
"1. Impossible to reach anyone on the phone for help. Had to push button for ink cartridges which at least got me to a real person.
2. The rep was very helpful but then insisted I sign up for Ink cartridges. Hard sell.
3. I think HP pro ducts and customer service is woefully poor these days. This was the second time I had to call because the new, a year old, had stopped
Working.",Negative,372980037,Product Quality,Negative,Negative
"1. Impossible to reach anyone on the phone for help. Had to push button for ink cartridges which at least got me to a real person.
2. The rep was very helpful but then insisted I sign up for Ink cartridges. Hard sell.
3. I think HP pro ducts and customer service is woefully poor these days. This was the second time I had to call because the new, a year old, had stopped
Working.",Negative,372980037,Customer Service,Negative,Negative
"Easy to set up and easy to use. Good instructions. I love that it gives me so much information and that it keeps track of ink and paper usage. More than just a printer. And it is so very cute and amazing that it can do so much in such low profile. I’ve had fun playing with it so i ran out of ink in a hurry. Copies for myself and copies for friends, just had to share the beautiful copies my new printer makes. New ink on the way, but in case I just can’t wait to do some more printing I ordered some from amazon to tide me over.",Positive,372980196,Others,Negative,Positive
Always been a HP printer customer and my previous one stopped printing in black,Negative,372981550,Others,Positive,Positive
"The printer does not work right out of the box.  I reported this to HP's Customer Service who tried to help me, but to no avail.  After 2 hours on the phone, the lady I spoke with suggested that we try new print cartridges (note that I used the ones that came with the printer) to see if that resolved the problem.  I am still waiting on the new print cartridges to arrive.",Negative,373000475,Product Quality,Negative,Negative
"The printer does not work right out of the box.  I reported this to HP's Customer Service who tried to help me, but to no avail.  After 2 hours on the phone, the lady I spoke with suggested that we try new print cartridges (note that I used the ones that came with the printer) to see if that resolved the problem.  I am still waiting on the new print cartridges to arrive.",Negative,373000475,Customer Service,Negative,Negative
"I had so much trouble setting up this printer/scanner that I almost threw it away. As a whole, in my opinion, technology has taken a step backward in terms of consumer usability and ease of setup. I have had trouble setting up other HP printer products, especially on network environments. Instead of an App to download, and a maddeningly frustrating push to sign up for monthly subscriptions no one needs, a link to an install wizard to do a step by step walkthrough including default resolution settings would be way more efficient. Even better, set up the firmware and software defaults to allow for instant ease of use out of the box instead of a maze leading to a printer manager interface so convoluted you have to switch between two programs to adjust scanner resolution. HP’s products feel like they’re set up to make customers addicted to a live chat or phone based customer service contact; and neither of these were helpful to me at all. This product is a low end, inexpensive printing solution, but I expect ease of setup and use from HP, as well as ink cartridges that don’t drain half their ink within the first 20 pages printed. I gave you a 5 because of my love of your past products, specifically the laser jet 1102 (the best black and white printer ever made). The next convoluted, frustrating, awful product I buy from HP will drop that to zero, and I will no longer tell people about good products I’ve purchased from HP in the past. I’ll tell anyone who will listen to buy literally ANY OTHER PRODUCT BRAND than HP.",Negative,373003380,Product Quality,Positive,Positive
"I had so much trouble setting up this printer/scanner that I almost threw it away. As a whole, in my opinion, technology has taken a step backward in terms of consumer usability and ease of setup. I have had trouble setting up other HP printer products, especially on network environments. Instead of an App to download, and a maddeningly frustrating push to sign up for monthly subscriptions no one needs, a link to an install wizard to do a step by step walkthrough including default resolution settings would be way more efficient. Even better, set up the firmware and software defaults to allow for instant ease of use out of the box instead of a maze leading to a printer manager interface so convoluted you have to switch between two programs to adjust scanner resolution. HP’s products feel like they’re set up to make customers addicted to a live chat or phone based customer service contact; and neither of these were helpful to me at all. This product is a low end, inexpensive printing solution, but I expect ease of setup and use from HP, as well as ink cartridges that don’t drain half their ink within the first 20 pages printed. I gave you a 5 because of my love of your past products, specifically the laser jet 1102 (the best black and white printer ever made). The next convoluted, frustrating, awful product I buy from HP will drop that to zero, and I will no longer tell people about good products I’ve purchased from HP in the past. I’ll tell anyone who will listen to buy literally ANY OTHER PRODUCT BRAND than HP.",Negative,373003380,Customer Service,Positive,Positive
"Ink cartridges that came with the printer did not work. All the printer would tell me was ""cannot print"". There is no mention in the online help or documentation that the cartridges could be at fault. It appears that the cartridge contacts have rusted and this may be the cause, I will not know until I get new cartridges. Setup was not at all straightforward. Great difficulty getting connection to well protected home network. This could be made easier.",Negative,373003843,Others,Negative,Negative
"In cartridges were difficult to snap in, and I was immediately prompted to sign up for ink delivery, which I really don’t need yet, but it’s on the way!",Negative,373007909,Product Quality,Negative,Negative
"In cartridges were difficult to snap in, and I was immediately prompted to sign up for ink delivery, which I really don’t need yet, but it’s on the way!",Negative,373007909,Customer Service,Negative,Negative
"In cartridges were difficult to snap in, and I was immediately prompted to sign up for ink delivery, which I really don’t need yet, but it’s on the way!",Negative,373007909,Delivery,Negative,Negative
"The cartridges that came with the printer will not work, but the printer won't take another cartridge so I am stuck not being able to get it to function.",Negative,373011553,Product Quality,Negative,Negative
"I can't use the ink subscription because my credit card is in a different country (USA) to where the printer is step up and ink needs to be delivered (England). The HP+ app will not allow me to enter a USA billing address.

This negates one of the main reasons for buying the printer in the first case.",Negative,373016492,Customer Service,Negative,Negative
"I can't use the ink subscription because my credit card is in a different country (USA) to where the printer is step up and ink needs to be delivered (England). The HP+ app will not allow me to enter a USA billing address.

This negates one of the main reasons for buying the printer in the first case.",Negative,373016492,Delivery,Negative,Negative
After the ease of installing the printer- I get a message that warns me of only using HP ink cartridges!  If they were less expensive I would use them!  I use refurbished cartridges because I can afford the name brand.,Negative,373042575,Price,Negative,Negative
we struggled to get connected onto the ink set up and had to call in experts at a cost,Negative,373045280,Price,Negative,Negative
we struggled to get connected onto the ink set up and had to call in experts at a cost,Negative,373045280,Customer Service,Negative,Negative
"love the print quality.  Customer service support has been outstanding.  I recently had a issue with my printer and the HP rep spent over three hours helping me with the issue.  He could not solve the issue and provided me with a replacement printer the arrived within 24 hours of our discussion.  When my replacement printer arrived, I had to contact Customer Service again since there was an issue concerning my Instant Ink program.  He worked through all of the issues and got my system working.  In both cases, the HP representative was professional an answered all of my questions during the process.  My only suggestion to improving the process would have been to include more complete instructions with my replacement printer.  All I received was a small flyer telling me that I had to remove the print cartridge from my old printer and put it in my new printer.  There were no instructions telling me the I had to cancel my Insta Ink program in order to reconnect my new printer and then resubscribe to the program.",Positive,373049562,Product Quality,Positive,Positive
"love the print quality.  Customer service support has been outstanding.  I recently had a issue with my printer and the HP rep spent over three hours helping me with the issue.  He could not solve the issue and provided me with a replacement printer the arrived within 24 hours of our discussion.  When my replacement printer arrived, I had to contact Customer Service again since there was an issue concerning my Instant Ink program.  He worked through all of the issues and got my system working.  In both cases, the HP representative was professional an answered all of my questions during the process.  My only suggestion to improving the process would have been to include more complete instructions with my replacement printer.  All I received was a small flyer telling me that I had to remove the print cartridge from my old printer and put it in my new printer.  There were no instructions telling me the I had to cancel my Insta Ink program in order to reconnect my new printer and then resubscribe to the program.",Positive,373049562,Customer Service,Positive,Positive
"You are pushing the ink contract, which I don’t want and refused. If I still receive a bill for it…..",Negative,373055297,Price,Negative,Negative
"You are pushing the ink contract, which I don’t want and refused. If I still receive a bill for it…..",Negative,373055297,Customer Service,Negative,Negative
"Purchased on Black Friday 2023.  No paperwork/instuctions were in the box.  Googled customer service number for help.  Rep hacked my laptop and my credit.  Total pain in the neck...expensive too.  Litterally just got my laptop back from the shop and finally able to connect printer 3/21/24.  Sure hope the ink is still good and will last for awhile.  Honestly, it was a horrible experience.  Sorry...",Negative,373056580,Price,Positive,Positive
"Purchased on Black Friday 2023.  No paperwork/instuctions were in the box.  Googled customer service number for help.  Rep hacked my laptop and my credit.  Total pain in the neck...expensive too.  Litterally just got my laptop back from the shop and finally able to connect printer 3/21/24.  Sure hope the ink is still good and will last for awhile.  Honestly, it was a horrible experience.  Sorry...",Negative,373056580,Product Quality,Positive,Positive
"Purchased on Black Friday 2023.  No paperwork/instuctions were in the box.  Googled customer service number for help.  Rep hacked my laptop and my credit.  Total pain in the neck...expensive too.  Litterally just got my laptop back from the shop and finally able to connect printer 3/21/24.  Sure hope the ink is still good and will last for awhile.  Honestly, it was a horrible experience.  Sorry...",Negative,373056580,Customer Service,Positive,Positive
Because it was easy to install and set up myself. The printer runs diagnostics on itself which makes finding out what is wrong easy to figure out how to fix the problem. I also like that it came with ink. I wish it came with more ink since its expensive and it takes a lot of ink just to print a few things but other than that I love it. You can even print directly from your phone. And the hp app on the computer is very awesome as well it helps you know when you need to refill your ink to.,Positive,373057915,Others,Negative,Positive
"Have had this printer for about 6 months and the scanning feature stopped working. Requested help from HP and they could not find a way to fix the scanner, so they sent a new 9015 without any print cartridges and the old ones would not because the cartridges were linked to the old machine. So I have to wait 5-7 days to get new cartrides - they should have come with the new machine but did not.  Robert Dolan",Negative,373061333,Product Quality,Negative,Negative
"Have had this printer for about 6 months and the scanning feature stopped working. Requested help from HP and they could not find a way to fix the scanner, so they sent a new 9015 without any print cartridges and the old ones would not because the cartridges were linked to the old machine. So I have to wait 5-7 days to get new cartrides - they should have come with the new machine but did not.  Robert Dolan",Negative,373061333,Customer Service,Negative,Negative
"Have had this printer for about 6 months and the scanning feature stopped working. Requested help from HP and they could not find a way to fix the scanner, so they sent a new 9015 without any print cartridges and the old ones would not because the cartridges were linked to the old machine. So I have to wait 5-7 days to get new cartrides - they should have come with the new machine but did not.  Robert Dolan",Negative,373061333,Delivery,Negative,Negative
"The printer didn't work out of the box.
It took me 30+ minutes to get in contact with support, then;
1st issue was to do with IP address... needed to be changed, then,
2nd issue was supplied cartridge didn't work... so now I have a printer that gives error messages and prints in black.  All in it took 90 of my day to get nowhere",Negative,373061479,Customer Service,Negative,Negative
"The First Thing is Trying to convince me in to Accept your rip off 6 months ink free Scheme! Bogus!  Second; My Attempt to Register for the Product  Information Warranty was NEVER ACCEPTED!! I Ended The Information Asked For Register That Is Clearly On The Printer!  I’m with Costco, so if it doesn’t work, I’ll Take It To Them!  I read Reviews from other people about your Practices Like This!  Sadly, it was AFTER I Made My Purchase!  You SUCK!!!!",Negative,373062896,Customer Service,Positive,Negative
"Printer access door for ink is a little painstaking to get into.  Prints well, good quality and no problems with the printer, seems you hold up well.",Positive,373071282,Product Quality,Positive,Positive
"HP 6032e faulty out of thr box.
Spent the best part of a day tyring to make it work, cartridges out, back in, deleted and downloaded software etc etc to no avail.
Two and a half hours with an engineer the next day and it finally worked with a faulty colour cartridge removed.
Only to fail to connect to broadband the next day.
This printer isn't fit for purpose!",Negative,373071545,Product Quality,Positive,Positive
"HP 6032e faulty out of thr box.
Spent the best part of a day tyring to make it work, cartridges out, back in, deleted and downloaded software etc etc to no avail.
Two and a half hours with an engineer the next day and it finally worked with a faulty colour cartridge removed.
Only to fail to connect to broadband the next day.
This printer isn't fit for purpose!",Negative,373071545,Customer Service,Positive,Positive
"Free ink cartridges lasting 6 months.
Signed up to resupply, you stated they were on the way and I have been charged £1. Is this correct?",Negative,373074020,Price,Positive,Negative
"Free ink cartridges lasting 6 months.
Signed up to resupply, you stated they were on the way and I have been charged £1. Is this correct?",Negative,373074020,Product Quality,Positive,Negative
"Free ink cartridges lasting 6 months.
Signed up to resupply, you stated they were on the way and I have been charged £1. Is this correct?",Negative,373074020,Customer Service,Positive,Negative
